contig ID,length,best subject sequence ID,taxonomy,percentage of identitcal matches,e-value,alignment length,number of mismatches,number of gap openings,start of alignment in query,end of alignment in query,start of alignment in subject,end of alignment in subject,bitscore
k141_324618,1167,QAA77647.1 RNA-dependent RNA polymerase [Kumba picobirna-like virus],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Kumba picobirna-like virus",80.6,1.20E-177,381,74,0,1166,24,238,618,632.5
k141_324890,437,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",77.5,4.20E-64,142,32,0,435,10,137,278,253.8
k141_325365,353,AOX15245.1 capsid protein [Paroligolophus agrestis posalike virus 1],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Paroligolophus agrestis posalike virus 1",100,2.80E-58,117,0,0,351,1,163,279,234.2
k141_325633,518,ALS03792.1 VP1 [Gokushovirus WZ-2015a],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Gokushovirus WZ-2015a",39.4,6.70E-21,142,81,2,416,6,1,142,110.5
k141_325759,635,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",66.7,9.60E-78,210,69,1,3,632,836,1044,299.7
k141_326013,551,"AWV67010.1 RdRp, partial [Limbe partiti-like virus]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Limbe partiti-like virus",56.9,3.90E-35,144,62,0,118,549,20,163,157.9
k141_326823,1065,AVX53278.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",70.1,2.20E-143,341,102,0,1064,42,191,531,518.5
k141_326852,348,AWY06888.1 portal protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",92.5,1.60E-45,93,7,0,279,1,1,93,191.8
k141_327032,541,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",61.5,2.70E-65,200,56,2,539,3,283,482,258.1
k141_32745,677,AXH74625.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",66.3,4.90E-72,208,69,1,28,648,361,568,280.8
k141_327503,1731,AVX53282.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",80.6,2.00E-279,556,108,0,24,1691,1,556,971.1
k141_327863,2340,"BBC20586.1 capsid protein, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",45.2,5.90E-80,378,191,7,793,1911,74,440,308.9
k141_327949,487,"AVX53301.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",43.7,8.00E-24,158,66,6,479,12,263,399,120.2
k141_328569,778,"AVX53294.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",76.5,9.00E-110,251,58,1,755,3,1,250,406.4
k141_32873,2254,AVA30675.1 capsid protein [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",45.5,2.80E-119,552,265,11,1630,44,3,541,439.5
k141_328984,2144,"AVX53417.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",52.6,6.70E-131,475,211,5,576,1985,1,466,478
k141_329358,397,"AVX53819.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",60.6,3.80E-24,104,37,2,305,6,5,108,120.9
k141_329525,380,EGW02070.1 Retrovirus-related Pol polyprotein LINE-1 [Cricetulus griseus],"root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Muroidea,Cricetidae,Cricetinae,Cricetulus,Cricetulus griseus",64,4.80E-16,75,25,1,21,245,6,78,94
k141_329627,4864,"ATY47663.1 non-structural polyprotein, partial [Hepevirus sp.]","root,Viruses,Riboviria,Hepeviridae,unclassified Hepeviridae,Hepevirus sp.",84.8,0.00E+00,716,101,2,184,2322,2,712,1298.1
k141_329803,394,WP_097780295.1 reverse transcriptase [Faecalibacterium prausnitzii],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Faecalibacterium phage FP_Brigit",41.5,1.20E-14,123,63,2,5,346,273,395,89.4
k141_329810,419,AVX53292.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",80.9,8.90E-56,131,25,0,418,26,394,524,226.1
k141_329838,1029,YP_002790893.1 non-structural protein [Homalodisca vitripennis reovirus],"root,Viruses,Riboviria,Reoviridae,Sedoreovirinae,Phytoreovirus,unclassified Phytoreovirus,Homalodisca vitripennis reovirus",24.1,6.10E-13,216,160,3,384,1028,75,287,85.1
k141_329909,617,AVX53282.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",79.5,2.40E-94,205,42,0,615,1,159,363,354.8
k141_330306,1447,YP_006390090.1 coat protein [Persimmon cryptic virus],"root,Viruses,Riboviria,Partitiviridae,unclassified Partitiviridae,Persimmon cryptic virus",49.5,8.50E-114,412,188,2,1340,141,12,415,420.6
k141_330544,322,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",53.6,6.70E-27,125,37,2,321,10,71,195,129.8
k141_330865,1082,AMT85188.1 polyprotein [Hunnivirus 05VZ],"root,Viruses,Riboviria,Picornavirales,Picornaviridae,Hunnivirus,unclassified Hunnivirus,Hunnivirus 05VZ",60.5,5.20E-39,162,57,4,607,1080,1,159,171.8
k141_330906,356,"AVD54028.1 capsid, partial [Macaque picobirnavirus 3]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 3",46.9,2.50E-22,113,60,0,339,1,274,386,114.8
k141_331036,346,YP_009336490.1 hypothetical protein 3 [Hubei tombus-like virus 4],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei tombus-like virus 4",35.2,9.10E-06,105,60,4,11,319,124,222,59.7
k141_331053,529,AFB75752.1 hypothetical protein 2016_scaffold57_00083 [unidentified phage],"root,Viruses,unclassified viruses,unclassified bacterial viruses,unidentified phage",90.3,2.20E-06,31,3,0,359,451,341,371,62.4
k141_331126,400,AVX53279.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",77.6,2.10E-54,125,28,0,1,375,414,538,221.5
k141_331201,946,ASM93489.1 NS1 [Lupine feces-associated densovirus 2],"root,Viruses,Parvoviridae,Densovirinae,Ambidensovirus,unclassified Densovirus,Lupine feces-associated densovirus 2",31.5,2.10E-12,143,95,2,308,736,24,163,83.2
k141_331579,2845,AVX53407.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",29.5,1.10E-61,566,355,14,1665,64,32,585,248.4
k141_332226,317,DAB41749.1 TPA_inf: RNA-dependent RNA polymerase [Humulus lupulus mitovirus 1],"root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Humulus lupulus mitovirus 1",51.6,5.20E-16,91,40,1,298,26,417,503,93.6
k141_33273,453,AXF38744.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus I],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus I",68.2,6.10E-26,85,27,0,198,452,2,86,127.1
k141_332930,751,AVX53299.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",69.4,5.10E-102,248,76,0,747,4,183,430,380.6
k141_333530,313,YP_003193667.1 hypothetical protein [Phytophthora infestans RNA virus 1],"root,Viruses,Riboviria,unclassified Riboviria,unclassified ssRNA viruses,unclassified ssRNA positive-strand viruses,Phytophthora infestans RNA virus 1",37.8,1.50E-07,98,51,2,295,2,372,459,65.5
k141_333654,545,AEG25773.1 VP6 [Human rotavirus A],"root,Viruses,Riboviria,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus A,Human rotavirus A",57.9,6.60E-51,178,74,1,1,534,57,233,210.3
k141_333827,539,AVX53393.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",52.2,2.30E-16,90,42,1,272,538,54,143,95.5
k141_334000,1218,AVX53463.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",44.7,6.20E-65,304,146,8,876,1,6,299,258.1
k141_3340,531,AVX53473.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",35.6,3.20E-18,177,101,5,1,513,290,459,101.7
k141_334070,2426,"AVX53415.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",32,1.10E-70,562,338,14,1665,70,22,569,278.1
k141_334242,436,"AIS37555.1 RNA-dependent RNA polymerase, partial [Cytospora ribis mitovirus 1]","root,Viruses,Riboviria,Narnaviridae,Mitovirus,unclassified Mitovirus,Cytospora ribis mitovirus 1",55.2,1.90E-32,145,63,2,2,433,78,221,148.7
k141_334334,397,AXH71938.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",80.2,5.90E-41,96,19,0,397,110,467,562,176.8
k141_334357,470,YP_009303699.1 RNA-dependent RNA polymerase [Lishi Spider Virus 2],"root,Viruses,Riboviria,Negarnaviricota,Haploviricotina,Monjiviricetes,Mononegavirales,Lispiviridae,Arlivirus,Lishi arlivirus,Lishi Spider Virus 2",40.4,6.10E-29,156,93,0,469,2,1442,1597,137.1
k141_334944,524,AWK77872.1 structural polyprotein [Robinvale bee virus 1],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Robinvale bee virus 1",84.4,1.90E-79,173,22,1,522,4,450,617,305.1
k141_335135,395,EDS21552.1 caudovirus prohead protease [Clostridium sp. SS2/1],"root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,unclassified Clostridium,Clostridium sp. SS2/1",47.5,1.30E-19,122,59,1,29,394,210,326,105.9
k141_335460,659,AWY06877.1 PGRP protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",46.6,3.90E-13,88,47,0,54,317,360,447,85.1
k141_33616,684,YP_009342320.1 polyprotein [Biomphalaria virus 2],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Biomphalaria virus 2",28.2,1.60E-17,234,151,5,659,6,2143,2375,99.8
k141_336462,857,AXH74548.1 hypothetical protein [CrAssphage sp.],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,CrAssphage sp.",33,4.70E-11,182,95,10,531,16,17,181,78.6
k141_336507,1269,AXH74625.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",50.9,1.30E-54,224,96,3,67,705,15,235,223.8
k141_336825,353,"AVX29481.1 polyprotein, partial [Marmot cardiovirus]","root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Marmot cardiovirus",81.2,8.60E-52,117,22,0,351,1,1726,1842,212.6
k141_337400,725,APG78218.1 RdRp [Hubei partiti-like virus 48],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei partiti-like virus 48",51.9,5.30E-64,239,109,4,3,719,98,330,254.2
k141_337581,832,AVX53609.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",42,1.90E-20,150,75,1,382,831,3,140,109.8
k141_338523,382,AVX53318.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",46.9,8.20E-16,113,45,3,335,9,266,367,93.2
k141_338631,377,AXF52639.1 replication protein [Inoviridae sp.],"root,Viruses,Inoviridae,unclassified Inoviridae,Inoviridae sp.",40,1.30E-13,95,56,1,291,7,5,98,85.9
k141_339012,2904,AIS73137.1 non-structural polyprotein [Arivirus 1],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Arivirus 1",34.9,1.60E-82,568,340,9,1949,315,406,966,317.8
k141_339137,448,AXF52363.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",81.5,7.80E-66,146,27,0,446,9,81,226,259.6
k141_339410,424,AXQ62656.1 putative VpsT-like transcriptional regulator [Bacteroides phage crAss001],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,Bacteroides phage crAss001",56.9,1.20E-10,58,24,1,174,4,4,61,76.3
k141_339539,438,YP_009154706.1 RNA-dependent RNA polymerase [Astrovirus Er/SZAL6/HUN/2011],"root,Viruses,Riboviria,Astroviridae,unclassified Astroviridae,Astrovirus Er/SZAL6/HUN/2011",69.9,2.40E-59,146,43,1,2,436,93,238,238
k141_339582,932,AXH76319.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",40,2.10E-49,300,163,3,60,926,371,664,206.1
k141_339822,360,YP_009333551.1 hypothetical protein 1 [Beihai picorna-like virus 85],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai picorna-like virus 85",60.2,6.30E-34,118,47,0,354,1,510,627,153.3
k141_34001,333,YP_007006781.1 gp174 [Sphingomonas phage PAU],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Sphingomonas phage PAU",37.7,3.20E-08,106,62,3,20,331,331,434,67.8
k141_340275,488,AWB14637.1 Rep [Murine adeno-associated virus 1],"root,Viruses,Parvoviridae,Parvovirinae,Dependoparvovirus,unclassified Dependoparvovirus,Murine adeno-associated virus 1",79,6.90E-68,162,34,0,1,486,346,507,266.5
k141_340450,1211,AOX15251.1 polyprotein [Burke-Gilman virus],"root,Viruses,unclassified viruses,Burke-Gilman virus,Krogivirus 69C1",28.4,2.80E-17,377,211,14,80,1177,2554,2882,99.8
k141_340834,639,AOW41972.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",35.1,2.80E-16,194,110,6,5,559,321,507,95.5
k141_341278,315,AXF38749.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus II],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus II",77.2,8.30E-38,92,21,0,315,40,439,530,166
k141_341577,336,"AVD97104.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",58.2,4.20E-32,110,46,0,2,331,78,187,147.1
k141_341608,312,YP_009612547.1 major tail protein [Streptomyces phage DrGrey],"root,Viruses,Caudovirales,Siphoviridae,Rimavirus,unclassified Rimavirus,Streptomyces phage Popy",70.9,2.40E-37,103,30,0,2,310,60,162,164.5
k141_341654,1637,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",68.9,6.30E-214,541,145,3,1602,37,7,543,753.4
k141_342028,348,XP_014944582.1 PREDICTED: endogenous retrovirus group K member 9 Pol protein-like [Ovis aries musimon],"root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Cetartiodactyla,Ruminantia,Pecora,Bovidae,Caprinae,Ovis,Ovis aries,Ovis aries musimon",51.4,1.00E-20,111,54,0,14,346,87,197,109.4
k141_342039,1710,AVX53276.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",68.6,6.80E-219,535,163,4,78,1670,1,534,770
k141_342381,372,AVA30701.1 RNA-dependent RNA polymerase [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",61.8,1.40E-36,123,47,0,371,3,213,335,162.2
k141_34247,509,"APG78299.1 RdRp, partial [Hubei partiti-like virus 55]","root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei partiti-like virus 55",60.4,3.50E-54,169,67,0,509,3,175,343,221.1
k141_342612,353,YP_001504156.1 recombination endonuclease [Enterococcus phage phiEF24C],"root,Viruses,Caudovirales,Herelleviridae,Brockvirinae,Kochikohdavirus,unclassified Kochikohdavirus,Enterococcus phage phiEF24C",47.4,6.20E-18,97,50,1,293,3,4,99,100.1
k141_342999,386,"AXL64603.1 capsid protein, partial [Chicken picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",58.1,4.40E-33,117,49,0,375,25,124,240,150.6
k141_343109,1563,AXF52476.1 hypothetical protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",51.9,1.40E-40,154,74,0,1559,1098,186,339,177.6
k141_343723,673,"AVD54042.1 capsid, partial [Macaque picobirnavirus 10]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 10",44.5,2.20E-40,218,99,7,2,646,195,393,175.6
k141_343737,497,YP_009344965.1 hypothetical protein 2 [Jingmen tombus-like virus 2],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Jingmen tombus-like virus 2",35.8,7.20E-20,148,90,2,442,2,324,467,107.1
k141_343848,1914,YP_009342467.1 hypothetical protein 2 [Wuhan insect virus 21],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wuhan insect virus 21",41.7,5.70E-49,302,163,5,1913,1044,316,616,205.7
k141_343919,380,"AWV67021.1 RdRp, partial [Lysoka partitivirus]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Lysoka partitivirus",73.8,2.50E-49,126,33,0,2,379,297,422,204.5
k141_344024,565,AWY06884.1 terminase large subunit [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",94.7,2.50E-101,187,9,1,3,563,87,272,377.9
k141_344248,634,AWW06096.1 hypothetical protein [Myoviridae sp.],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Myoviridae sp.",56.1,8.50E-26,123,48,2,176,532,2,122,127.1
k141_344262,388,"AVX53813.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",56.3,1.70E-32,135,52,2,386,3,214,348,148.7
k141_344604,1605,"BBC20590.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",65.1,3.20E-210,542,174,4,2,1603,16,550,741.1
k141_345211,306,WP_076149993.1 ATP-binding protein [Lactobacillus murinus],"root,Viruses,unclassified viruses,unclassified bacterial viruses,Lactobacillus phage phiEF-1.1",98.8,5.70E-36,80,1,0,66,305,1,80,159.8
k141_345426,514,AXF52473.1 putative portal protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",43.6,1.20E-30,172,94,2,512,3,201,371,142.9
k141_345641,2899,AVX53407.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",30.5,2.80E-63,583,349,16,1200,2870,33,585,253.8
k141_345930,625,XP_021017187.1 Friend virus susceptibility protein 1-like [Mus caroli],"root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,Mus,Mus,Mus caroli",77.9,1.10E-57,163,30,1,154,624,2,164,233
